time,sm_root_10cm,sm_tree_above,temp_root_10cm,temp_tree_above
2025-10-17 05:00:00,0.267,0.308,22,23.7
2025-10-17 06:00:00,0.268,0.314,21.7,23
2025-10-17 07:00:00,0.269,0.319,21.7,22.3
2025-10-17 08:00:00,0.269,0.327,21.7,20.9
2025-10-17 09:00:00,0.27,0.343,21.6,20.1
2025-10-17 10:00:00,0.271,0.347,21.5,19.8
2025-10-17 11:00:00,0.273,0.349,21.5,19.7
2025-10-17 12:00:00,0.275,0.349,21.4,19.7
2025-10-17 13:00:00,0.277,0.349,21.4,19.8
2025-10-17 14:00:00,0.279,0.349,21.4,20
2025-10-17 15:00:00,0.28,0.346,21.3,20.3
2025-10-17 16:00:00,0.281,0.346,21.3,20.4
2025-10-17 17:00:00,0.282,0.346,21.3,20.5
2025-10-17 18:00:00,0.282,0.346,21.4,20.5
2025-10-17 19:00:00,0.282,0.347,21.4,20.6
2025-10-17 20:00:00,0.283,0.348,21.4,20.6
2025-10-17 21:00:00,0.283,0.349,21.4,20.7
2025-10-17 22:00:00,0.283,0.35,21.4,20
2025-10-17 23:00:00,0.283,0.351,21.4,19.2
2025-10-18 00:00:00,0.283,0.352,21.3,18.8
2025-10-18 01:00:00,0.284,0.353,21.2,18.8
2025-10-18 02:00:00,0.284,0.353,21.1,18.6
2025-10-18 03:00:00,0.284,0.352,21.1,18.6
2025-10-18 04:00:00,0.284,0.351,21.1,18.4
2025-10-18 05:00:00,0.284,0.349,21,18.5
2025-10-18 06:00:00,0.284,0.347,21,18.4
2025-10-18 07:00:00,0.284,0.345,20.9,18.2
2025-10-18 08:00:00,0.284,0.345,20.8,17.9
2025-10-18 09:00:00,0.284,0.345,20.8,17.5
2025-10-18 10:00:00,0.284,0.346,20.7,17.2
2025-10-18 11:00:00,0.284,0.346,20.6,16.9
2025-10-18 12:00:00,0.284,0.347,20.5,16.7
2025-10-18 13:00:00,0.285,0.348,20.4,16.5
2025-10-18 14:00:00,0.285,0.349,20.3,16.5
2025-10-18 15:00:00,0.285,0.349,20.2,16.3
2025-10-18 16:00:00,0.285,0.35,20.2,16.2
2025-10-18 17:00:00,0.285,0.351,20.1,16
2025-10-18 18:00:00,0.285,0.351,20,15.8
2025-10-18 19:00:00,0.285,0.352,20,15.7
2025-10-18 20:00:00,0.285,0.352,19.9,15.8
2025-10-18 21:00:00,0.285,0.353,19.9,15.8
2025-10-18 22:00:00,0.285,0.354,19.8,15.8
2025-10-18 23:00:00,0.285,0.354,19.8,16.2
2025-10-19 00:00:00,0.285,0.353,19.8,16.9
2025-10-19 01:00:00,0.285,0.351,19.9,17.6
2025-10-19 02:00:00,0.284,0.348,19.9,18.6
2025-10-19 03:00:00,0.284,0.345,20.1,19.4
2025-10-19 04:00:00,0.283,0.342,20.2,19.9
2025-10-19 05:00:00,0.283,0.341,20.3,20
2025-10-19 06:00:00,0.283,0.341,20.4,19.6
2025-10-19 07:00:00,0.283,0.341,20.4,19.1
2025-10-19 08:00:00,0.283,0.341,20.3,18.5
2025-10-19 09:00:00,0.282,0.341,20.3,17.9
2025-10-19 10:00:00,0.282,0.342,20.2,17.4
2025-10-19 11:00:00,0.282,0.342,20.1,16.9
2025-10-19 12:00:00,0.282,0.342,20,16.4
2025-10-19 13:00:00,0.282,0.342,19.9,15.9
2025-10-19 14:00:00,0.282,0.342,19.7,15.3
2025-10-19 15:00:00,0.282,0.343,19.6,15
2025-10-19 16:00:00,0.282,0.343,19.5,14.6
2025-10-19 17:00:00,0.282,0.344,19.3,14
2025-10-19 18:00:00,0.282,0.345,19.2,13.5
2025-10-19 19:00:00,0.282,0.345,19.1,12.7
2025-10-19 20:00:00,0.282,0.346,18.9,12.1
2025-10-19 21:00:00,0.282,0.347,18.7,11.4
2025-10-19 22:00:00,0.282,0.348,18.5,10.8
2025-10-19 23:00:00,0.282,0.348,18.4,11.6
2025-10-20 00:00:00,0.282,0.346,18.3,12.8
2025-10-20 01:00:00,0.281,0.344,18.3,13.9
2025-10-20 02:00:00,0.281,0.342,18.3,15.4
2025-10-20 03:00:00,0.28,0.34,18.3,16.1
2025-10-20 04:00:00,0.28,0.338,18.4,17.2
2025-10-20 05:00:00,0.279,0.337,18.6,17.5
2025-10-20 06:00:00,0.279,0.336,18.8,17.2
2025-10-20 07:00:00,0.278,0.336,18.8,16.7
2025-10-20 08:00:00,0.278,0.336,18.7,15.9
2025-10-20 09:00:00,0.278,0.337,18.6,15
2025-10-20 10:00:00,0.278,0.338,18.5,14.3
2025-10-20 11:00:00,0.277,0.339,18.4,13.8
2025-10-20 12:00:00,0.277,0.34,18.3,13.1
2025-10-20 13:00:00,0.277,0.341,18.2,12.8
2025-10-20 14:00:00,0.277,0.342,18.1,12.9
2025-10-20 15:00:00,0.277,0.342,18,12.5
2025-10-20 16:00:00,0.277,0.343,17.9,12.1
2025-10-20 17:00:00,0.277,0.344,17.9,12
2025-10-20 18:00:00,0.277,0.345,17.8,11.8
2025-10-20 19:00:00,0.277,0.345,17.7,11.8
2025-10-20 20:00:00,0.277,0.346,17.7,11.8
2025-10-20 21:00:00,0.277,0.346,17.6,11.8
2025-10-20 22:00:00,0.276,0.347,17.6,11.8
2025-10-20 23:00:00,0.276,0.347,17.5,11.9
2025-10-21 00:00:00,0.276,0.347,17.5,12.3
2025-10-21 01:00:00,0.276,0.346,17.5,13.2
2025-10-21 02:00:00,0.276,0.345,17.6,13.9
2025-10-21 03:00:00,0.276,0.343,17.6,14.3
2025-10-21 04:00:00,0.275,0.342,17.7,14.9
2025-10-21 05:00:00,0.275,0.34,17.8,15.6
2025-10-21 06:00:00,0.275,0.339,17.8,15.8
2025-10-21 07:00:00,0.274,0.338,17.9,15.6
2025-10-21 08:00:00,0.274,0.338,17.9,15
2025-10-21 09:00:00,0.274,0.339,17.9,14.3
2025-10-21 10:00:00,0.274,0.339,17.8,13.7
2025-10-21 11:00:00,0.274,0.339,17.7,13.5
2025-10-21 12:00:00,0.273,0.34,17.6,13.1
2025-10-21 13:00:00,0.273,0.34,17.6,12.6
2025-10-21 14:00:00,0.273,0.341,17.5,12
2025-10-21 15:00:00,0.273,0.342,17.4,11.4
2025-10-21 16:00:00,0.273,0.343,17.3,11
2025-10-21 17:00:00,0.273,0.344,17.1,10.2
2025-10-21 18:00:00,0.273,0.345,17,9.7
2025-10-21 19:00:00,0.273,0.346,16.9,9
2025-10-21 20:00:00,0.273,0.347,16.7,8.7
2025-10-21 21:00:00,0.273,0.348,16.6,8.2
2025-10-21 22:00:00,0.273,0.349,16.5,8
2025-10-21 23:00:00,0.273,0.349,16.4,8.8
2025-10-22 00:00:00,0.273,0.348,16.4,10.5
2025-10-22 01:00:00,0.272,0.346,16.5,12.3
2025-10-22 02:00:00,0.272,0.343,16.6,14.9
2025-10-22 03:00:00,0.271,0.34,16.9,17.1
2025-10-22 04:00:00,0.271,0.337,17.1,18.7
2025-10-22 05:00:00,0.27,0.335,17.6,19.6
2025-10-22 06:00:00,0.269,0.334,18,19.5
2025-10-22 07:00:00,0.269,0.334,18.1,19
2025-10-22 08:00:00,0.269,0.335,18.1,17.9
2025-10-22 09:00:00,0.268,0.335,18.1,17
2025-10-22 10:00:00,0.268,0.336,18.1,16.6
2025-10-22 11:00:00,0.268,0.337,18,16.3
2025-10-22 12:00:00,0.267,0.337,18,16
