time,sm_root_10cm,sm_tree_above,temp_root_10cm,temp_tree_above
2025-10-18 09:00:00,0.284,0.361,19.9,18.2
2025-10-18 10:00:00,0.287,0.361,19.9,17.3
2025-10-18 11:00:00,0.287,0.361,19.8,16.9
2025-10-18 12:00:00,0.287,0.362,19.6,16.8
2025-10-18 13:00:00,0.287,0.362,19.5,16.7
2025-10-18 14:00:00,0.287,0.363,19.4,16.5
2025-10-18 15:00:00,0.287,0.364,19.3,16.4
2025-10-18 16:00:00,0.287,0.364,19.2,16.2
2025-10-18 17:00:00,0.287,0.365,19.1,16.1
2025-10-18 18:00:00,0.287,0.365,19,15.9
2025-10-18 19:00:00,0.287,0.366,18.9,15.8
2025-10-18 20:00:00,0.287,0.366,18.9,15.9
2025-10-18 21:00:00,0.287,0.366,18.8,15.9
2025-10-18 22:00:00,0.287,0.367,18.7,15.9
2025-10-18 23:00:00,0.287,0.366,18.7,16.4
2025-10-19 00:00:00,0.287,0.366,18.7,17.1
2025-10-19 01:00:00,0.287,0.364,18.7,17.8
2025-10-19 02:00:00,0.287,0.363,18.9,18.7
2025-10-19 03:00:00,0.286,0.361,19,19.5
2025-10-19 04:00:00,0.286,0.36,19.2,19.8
2025-10-19 05:00:00,0.286,0.359,19.4,19.6
2025-10-19 06:00:00,0.285,0.359,19.5,19.3
2025-10-19 07:00:00,0.285,0.36,19.5,18.8
2025-10-19 08:00:00,0.285,0.36,19.5,18.2
2025-10-19 09:00:00,0.285,0.361,19.4,17.6
2025-10-19 10:00:00,0.285,0.362,19.3,17.3
2025-10-19 11:00:00,0.285,0.362,19.2,16.8
2025-10-19 12:00:00,0.285,0.363,19.1,16.1
2025-10-19 13:00:00,0.284,0.364,18.9,15.5
2025-10-19 14:00:00,0.285,0.364,18.7,15.1
2025-10-19 15:00:00,0.285,0.365,18.5,14.9
2025-10-19 16:00:00,0.285,0.365,18.4,14.5
2025-10-19 17:00:00,0.285,0.366,18.2,14
2025-10-19 18:00:00,0.285,0.366,18,13.3
2025-10-19 19:00:00,0.285,0.367,17.8,12.6
2025-10-19 20:00:00,0.285,0.368,17.6,12.1
2025-10-19 21:00:00,0.285,0.369,17.4,11.3
2025-10-19 22:00:00,0.285,0.37,17.2,10.7
2025-10-19 23:00:00,0.285,0.37,16.9,10.7
2025-10-20 00:00:00,0.285,0.369,16.7,11.3
2025-10-20 01:00:00,0.285,0.368,16.6,12.3
2025-10-20 02:00:00,0.285,0.366,16.5,13.4
2025-10-20 03:00:00,0.285,0.365,16.4,14.4
2025-10-20 04:00:00,0.286,0.363,16.5,15.4
2025-10-20 05:00:00,0.285,0.362,16.6,15.6
2025-10-20 06:00:00,0.285,0.362,16.7,15.9
2025-10-20 07:00:00,0.284,0.361,16.7,15.6
2025-10-20 08:00:00,0.284,0.362,16.7,14.9
2025-10-20 09:00:00,0.284,0.363,16.6,13.9
2025-10-20 10:00:00,0.284,0.364,16.6,13.3
2025-10-20 11:00:00,0.284,0.364,16.4,13.1
2025-10-20 12:00:00,0.284,0.365,16.3,12.6
2025-10-20 13:00:00,0.284,0.365,16.2,12.6
2025-10-20 14:00:00,0.284,0.365,16.1,12.5
2025-10-20 15:00:00,0.284,0.366,16.1,12.1
2025-10-20 16:00:00,0.284,0.366,16,11.9
2025-10-20 17:00:00,0.284,0.366,15.9,11.8
2025-10-20 18:00:00,0.284,0.367,15.8,11.7
2025-10-20 19:00:00,0.284,0.367,15.7,11.7
2025-10-20 20:00:00,0.284,0.367,15.6,11.8
2025-10-20 21:00:00,0.284,0.367,15.6,11.8
2025-10-20 22:00:00,0.284,0.368,15.5,11.7
2025-10-20 23:00:00,0.284,0.368,15.5,11.9
2025-10-21 00:00:00,0.284,0.367,15.5,12.3
2025-10-21 01:00:00,0.283,0.366,15.5,13.2
2025-10-21 02:00:00,0.284,0.365,15.6,13.9
2025-10-21 03:00:00,0.287,0.364,15.7,14.2
2025-10-21 04:00:00,0.286,0.363,15.8,14.6
2025-10-21 05:00:00,0.286,0.363,16,15.1
2025-10-21 06:00:00,0.286,0.362,16.1,15.2
2025-10-21 07:00:00,0.285,0.362,16.2,15
2025-10-21 08:00:00,0.285,0.363,16.2,14.4
2025-10-21 09:00:00,0.285,0.363,16.2,13.8
2025-10-21 10:00:00,0.285,0.364,16.1,13.3
2025-10-21 11:00:00,0.285,0.364,16,12.9
2025-10-21 12:00:00,0.285,0.365,15.9,12.6
2025-10-21 13:00:00,0.285,0.365,15.8,12.1
2025-10-21 14:00:00,0.285,0.366,15.7,11.6
2025-10-21 15:00:00,0.285,0.366,15.5,11.2
2025-10-21 16:00:00,0.285,0.367,15.4,10.7
2025-10-21 17:00:00,0.285,0.368,15.2,10.1
2025-10-21 18:00:00,0.285,0.368,15.1,9.5
2025-10-21 19:00:00,0.285,0.369,14.9,9
2025-10-21 20:00:00,0.285,0.37,14.7,8.6
2025-10-21 21:00:00,0.285,0.37,14.5,8.3
2025-10-21 22:00:00,0.285,0.37,14.4,8.1
2025-10-21 23:00:00,0.285,0.37,14.2,8.5
2025-10-22 00:00:00,0.285,0.369,14.1,9.8
2025-10-22 01:00:00,0.285,0.368,14.1,11.3
2025-10-22 02:00:00,0.285,0.365,14.2,13.4
2025-10-22 03:00:00,0.285,0.363,14.4,15.3
2025-10-22 04:00:00,0.284,0.361,14.7,16.6
2025-10-22 05:00:00,0.284,0.36,15,17.5
2025-10-22 06:00:00,0.283,0.359,15.3,17.5
2025-10-22 07:00:00,0.283,0.36,15.6,17.3
2025-10-22 08:00:00,0.283,0.36,15.7,16.7
2025-10-22 09:00:00,0.282,0.361,15.8,16
2025-10-22 10:00:00,0.282,0.362,15.8,15.6
2025-10-22 11:00:00,0.282,0.362,15.8,15.3
2025-10-22 12:00:00,0.282,0.362,15.8,15.1
2025-10-22 13:00:00,0.282,0.363,15.8,14.7
2025-10-22 14:00:00,0.282,0.363,15.8,14.2
2025-10-22 15:00:00,0.282,0.364,15.8,13.8
2025-10-22 16:00:00,0.282,0.365,15.7,13.3
2025-10-22 17:00:00,0.282,0.365,15.6,12.9
2025-10-22 18:00:00,0.282,0.366,15.5,12.6
2025-10-22 19:00:00,0.282,0.366,15.4,12.3
2025-10-22 20:00:00,0.282,0.367,15.3,12
2025-10-22 21:00:00,0.282,0.367,15.2,11.9
2025-10-22 22:00:00,0.282,0.367,15.1,12.1
2025-10-22 23:00:00,0.282,0.367,15.1,12.5
2025-10-23 00:00:00,0.282,0.366,15.1,13.8
2025-10-23 01:00:00,0.282,0.364,15.1,15.4
2025-10-23 02:00:00,0.282,0.362,15.3,16.8
2025-10-23 03:00:00,0.281,0.36,15.5,18.3
2025-10-23 04:00:00,0.281,0.358,15.8,19.2
2025-10-23 05:00:00,0.281,0.357,16.2,19.5
2025-10-23 06:00:00,0.28,0.357,16.4,19.2
2025-10-23 07:00:00,0.28,0.357,16.6,18.7
2025-10-23 08:00:00,0.28,0.358,16.7,17.9
2025-10-23 09:00:00,0.279,0.359,16.7,16.9
2025-10-23 10:00:00,0.279,0.36,16.6,16
2025-10-23 11:00:00,0.279,0.361,16.5,15.4
2025-10-23 12:00:00,0.279,0.361,16.4,14.8
2025-10-23 13:00:00,0.279,0.362,16.3,14.4
2025-10-23 14:00:00,0.279,0.363,16.2,13.8
2025-10-23 15:00:00,0.279,0.363,16.1,13.5
2025-10-23 16:00:00,0.279,0.364,16,13.2
2025-10-23 17:00:00,0.279,0.364,15.8,12.8
2025-10-23 18:00:00,0.279,0.365,15.7,12.4
2025-10-23 19:00:00,0.279,0.365,15.6,12
2025-10-23 20:00:00,0.279,0.366,15.4,11.7
2025-10-23 21:00:00,0.279,0.366,15.3,11.6
2025-10-23 22:00:00,0.279,0.367,15.2,11.2
2025-10-23 23:00:00,0.279,0.367,15.1,11.7
2025-10-24 00:00:00,0.28,0.366,15,12.8
2025-10-24 01:00:00,0.279,0.365,15,14.1
2025-10-24 02:00:00,0.279,0.363,15.2,15.7
2025-10-24 03:00:00,0.279,0.36,15.4,17.2
2025-10-24 04:00:00,0.279,0.358,15.6,18.4
2025-10-24 05:00:00,0.278,0.356,16,19.2
2025-10-24 06:00:00,0.278,0.356,16.3,19.3
2025-10-24 07:00:00,0.277,0.356,16.5,18.8
2025-10-24 08:00:00,0.277,0.357,16.6,17.9
2025-10-24 09:00:00,0.277,0.358,16.6,16.7
2025-10-24 10:00:00,0.277,0.359,16.6,16.1
2025-10-24 11:00:00,0.277,0.36,16.5,15.8
2025-10-24 12:00:00,0.277,0.36,16.4,15.4
2025-10-24 13:00:00,0.277,0.36,16.4,15
2025-10-24 14:00:00,0.277,0.361,16.3,14.7
2025-10-24 15:00:00,0.277,0.361,16.2,14.6
2025-10-24 16:00:00,0.277,0.362,16.1,14.3
2025-10-24 17:00:00,0.277,0.362,16.1,14.1
2025-10-24 18:00:00,0.277,0.362,16,14.1
2025-10-24 19:00:00,0.277,0.362,15.9,14.1
2025-10-24 20:00:00,0.277,0.363,15.9,14
2025-10-24 21:00:00,0.277,0.363,15.8,13.9
2025-10-24 22:00:00,0.277,0.363,15.8,13.9
2025-10-24 23:00:00,0.277,0.363,15.7,14.4
2025-10-25 00:00:00,0.277,0.363,15.8,15
2025-10-25 01:00:00,0.277,0.361,15.9,16.1
2025-10-25 02:00:00,0.276,0.36,16,16.5
2025-10-25 03:00:00,0.276,0.359,16.2,17.5
2025-10-25 04:00:00,0.276,0.357,16.3,18
2025-10-25 05:00:00,0.275,0.356,16.5,18.1
2025-10-25 06:00:00,0.275,0.356,16.7,18.1
2025-10-25 07:00:00,0.275,0.356,16.7,17.6
2025-10-25 08:00:00,0.275,0.357,16.7,16.6
2025-10-25 09:00:00,0.274,0.359,16.6,15.5
2025-10-25 10:00:00,0.274,0.359,16.5,14.6
2025-10-25 11:00:00,0.274,0.36,16.4,14
2025-10-25 12:00:00,0.274,0.361,16.2,13.5
2025-10-25 13:00:00,0.274,0.362,16.1,13
2025-10-25 14:00:00,0.274,0.362,15.9,12.7
2025-10-25 15:00:00,0.274,0.362,15.7,12.5
2025-10-25 16:00:00,0.274,0.363,15.6,12.6
2025-10-25 17:00:00,0.274,0.363,15.5,12.8
2025-10-25 18:00:00,0.274,0.363,15.4,12.9
2025-10-25 19:00:00,0.274,0.363,15.4,12.8
2025-10-25 20:00:00,0.274,0.363,15.3,12.6
2025-10-25 21:00:00,0.274,0.363,15.2,12.6
2025-10-25 22:00:00,0.274,0.363,15.2,13
2025-10-25 23:00:00,0.274,0.363,15.1,13.3
2025-10-26 00:00:00,0.274,0.362,15.2,13.8
2025-10-26 01:00:00,0.273,0.36,15.2,14.9
2025-10-26 02:00:00,0.273,0.359,15.2,16
2025-10-26 03:00:00,0.273,0.357,15.3,16.9
2025-10-26 04:00:00,0.273,0.357,15.4,16.7
2025-10-26 05:00:00,0.272,0.358,15.5,15.6
2025-10-26 06:00:00,0.272,0.359,15.6,15.3
2025-10-26 07:00:00,0.272,0.359,15.6,15.5
2025-10-26 08:00:00,0.272,0.359,15.7,15
2025-10-26 09:00:00,0.272,0.359,15.7,14.4
2025-10-26 10:00:00,0.271,0.36,15.6,14
2025-10-26 11:00:00,0.271,0.36,15.6,13.5
2025-10-26 12:00:00,0.271,0.361,15.5,13.1
2025-10-26 13:00:00,0.271,0.361,15.4,12.8
2025-10-26 14:00:00,0.271,0.362,15.3,12.3
2025-10-26 15:00:00,0.271,0.362,15.2,12.2
2025-10-26 16:00:00,0.271,0.362,15.1,12.5
2025-10-26 17:00:00,0.271,0.362,15,13.2
2025-10-26 18:00:00,0.271,0.362,15,12.9
2025-10-26 19:00:00,0.271,0.363,14.9,12.3
2025-10-26 20:00:00,0.271,0.363,14.8,11.8
2025-10-26 21:00:00,0.271,0.364,14.7,11.2
2025-10-26 22:00:00,0.271,0.364,14.6,10.8
2025-10-26 23:00:00,0.271,0.364,14.4,11
2025-10-27 00:00:00,0.271,0.363,14.3,11.5
2025-10-27 01:00:00,0.271,0.362,14.2,11.9
2025-10-27 02:00:00,0.271,0.361,14.1,12.2
2025-10-27 03:00:00,0.271,0.36,14.1,12.6
2025-10-27 04:00:00,0.27,0.36,14,13
2025-10-27 05:00:00,0.27,0.359,14.1,13.2
2025-10-27 06:00:00,0.27,0.359,14.1,12.9
2025-10-27 07:00:00,0.27,0.36,14.1,12.8
2025-10-27 08:00:00,0.269,0.36,14.1,12
2025-10-27 09:00:00,0.269,0.361,14,10.9
2025-10-27 10:00:00,0.269,0.362,13.9,10.4
2025-10-27 11:00:00,0.269,0.362,13.7,10.1
2025-10-27 12:00:00,0.269,0.363,13.6,9.8
2025-10-27 13:00:00,0.269,0.363,13.5,9.2
2025-10-27 14:00:00,0.269,0.364,13.4,8.9
2025-10-27 15:00:00,0.269,0.365,13.2,8.2
2025-10-27 16:00:00,0.269,0.365,13.1,7.6
2025-10-27 17:00:00,0.269,0.366,12.9,7.3
2025-10-27 18:00:00,0.269,0.366,12.8,6.9
2025-10-27 19:00:00,0.269,0.366,12.6,7.1
2025-10-27 20:00:00,0.269,0.367,12.5,7.1
2025-10-27 21:00:00,0.269,0.367,12.4,7
2025-10-27 22:00:00,0.269,0.367,12.3,6.7
2025-10-27 23:00:00,0.269,0.367,12.2,7.2
2025-10-28 00:00:00,0.269,0.366,12.1,8.3
2025-10-28 01:00:00,0.269,0.364,12.1,9.8
2025-10-28 02:00:00,0.269,0.362,12.1,11.5
2025-10-28 03:00:00,0.268,0.36,12.3,12.6
2025-10-28 04:00:00,0.268,0.359,12.4,13.3
2025-10-28 05:00:00,0.268,0.358,12.6,13.8
2025-10-28 06:00:00,0.267,0.357,12.8,13.7
2025-10-28 07:00:00,0.267,0.357,12.9,13.4
2025-10-28 08:00:00,0.266,0.358,13,12.4
2025-10-28 09:00:00,0.265,0.359,13,11.3
2025-10-28 10:00:00,0.265,0.36,12.9,10.3
2025-10-28 11:00:00,0.265,0.361,12.8,9.5
2025-10-28 12:00:00,0.265,0.362,12.6,8.5
2025-10-28 13:00:00,0.265,0.362,12.5,8
2025-10-28 14:00:00,0.265,0.363,12.3,7.3
2025-10-28 15:00:00,0.265,0.364,12.1,6.8
2025-10-28 16:00:00,0.265,0.364,12,6.4
2025-10-28 17:00:00,0.265,0.364,11.8,6.3
2025-10-28 18:00:00,0.265,0.365,11.7,5.7
2025-10-28 19:00:00,0.265,0.365,11.5,5.4
2025-10-28 20:00:00,0.265,0.366,11.3,5
2025-10-28 21:00:00,0.265,0.366,11.2,4.9
2025-10-28 22:00:00,0.265,0.366,11,4.7
2025-10-28 23:00:00,0.266,0.366,10.9,5.3
2025-10-29 00:00:00,0.266,0.365,10.8,6.8
2025-10-29 01:00:00,0.265,0.363,10.9,9.1
2025-10-29 02:00:00,0.265,0.36,11,11
2025-10-29 03:00:00,0.265,0.359,11.2,12.3
2025-10-29 04:00:00,0.265,0.358,11.5,13.5
2025-10-29 05:00:00,0.264,0.356,11.9,14.4
2025-10-29 06:00:00,0.264,0.355,12.2,14.5
2025-10-29 07:00:00,0.264,0.354,12.5,14.3
2025-10-29 08:00:00,0.263,0.355,12.6,13.6
2025-10-29 09:00:00,0.263,0.356,12.7,12.1
2025-10-29 10:00:00,0.263,0.357,12.7,11.1
2025-10-29 11:00:00,0.263,0.358,12.6,10.3
2025-10-29 12:00:00,0.263,0.359,12.5,9.5
2025-10-29 13:00:00,0.263,0.36,12.4,9.1
2025-10-29 14:00:00,0.263,0.36,12.2,8.4
2025-10-29 15:00:00,0.263,0.361,12.1,8.1
2025-10-29 16:00:00,0.263,0.361,12,7.7
2025-10-29 17:00:00,0.263,0.362,11.9,7.6
2025-10-29 18:00:00,0.263,0.362,11.7,7.3
2025-10-29 19:00:00,0.263,0.363,11.6,6.9
2025-10-29 20:00:00,0.263,0.363,11.5,6.7
2025-10-29 21:00:00,0.263,0.363,11.4,6.6
2025-10-29 22:00:00,0.263,0.363,11.3,6.3
2025-10-29 23:00:00,0.263,0.363,11.2,7
2025-10-30 00:00:00,0.263,0.362,11.1,8.6
2025-10-30 01:00:00,0.263,0.36,11.2,10.7
2025-10-30 02:00:00,0.262,0.358,11.4,12.5
2025-10-30 03:00:00,0.262,0.356,11.7,13.9
2025-10-30 04:00:00,0.262,0.355,12,14.7
2025-10-30 05:00:00,0.262,0.354,12.4,15
2025-10-30 06:00:00,0.261,0.354,12.7,15
2025-10-30 07:00:00,0.261,0.354,13,14.8
2025-10-30 08:00:00,0.26,0.355,13.1,14
2025-10-30 09:00:00,0.26,0.356,13.2,13.1
2025-10-30 10:00:00,0.26,0.357,13.2,12.6
2025-10-30 11:00:00,0.26,0.357,13.1,12.1
2025-10-30 12:00:00,0.26,0.358,13.1,11.7
2025-10-30 13:00:00,0.26,0.358,13,11.6
2025-10-30 14:00:00,0.26,0.358,13,11.3
2025-10-30 15:00:00,0.26,0.359,12.9,10.9
2025-10-30 16:00:00,0.26,0.359,12.9,10.4
2025-10-30 17:00:00,0.26,0.36,12.8,10
2025-10-30 18:00:00,0.26,0.36,12.7,9.6
2025-10-30 19:00:00,0.26,0.361,12.6,9.3
2025-10-30 20:00:00,0.26,0.361,12.5,8.9
2025-10-30 21:00:00,0.26,0.362,12.4,8.4
2025-10-30 22:00:00,0.26,0.362,12.2,8
2025-10-30 23:00:00,0.26,0.362,12.1,8.6
2025-10-31 00:00:00,0.26,0.361,12,9.8
2025-10-31 01:00:00,0.26,0.36,12,11.6
2025-10-31 02:00:00,0.26,0.357,12.2,13.5
2025-10-31 03:00:00,0.259,0.355,12.4,15.1
2025-10-31 04:00:00,0.259,0.353,12.7,16.3
2025-10-31 05:00:00,0.259,0.352,13,16.7
2025-10-31 06:00:00,0.258,0.351,13.3,16.7
2025-10-31 07:00:00,0.258,0.351,13.5,16.4
2025-10-31 08:00:00,0.258,0.352,13.7,15.4
2025-10-31 09:00:00,0.257,0.353,13.7,14.2
2025-10-31 10:00:00,0.257,0.354,13.7,13.9
2025-10-31 11:00:00,0.257,0.354,13.6,13.9
2025-10-31 12:00:00,0.257,0.354,13.6,13.6
2025-10-31 13:00:00,0.257,0.355,13.6,13.3
2025-10-31 14:00:00,0.257,0.355,13.6,13.1
2025-10-31 15:00:00,0.257,0.355,13.6,12.9
